"id"	"sex"	"degree"	"income"	"marital"	"age"	"height"	"weight"	"hrswrk"
"77"	194	"FEMALE"	"LT HIGH SCHOOL"	4803.5	"MARRIED"	54	60	126	20
"78"	195	"FEMALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	36	66	208	40
"79"	199	"FEMALE"	"HIGH SCHOOL"	4803.5	"NEVER MARRIED"	20	62	160	25
"80"	200	"MALE"	"HIGH SCHOOL"	73900	"MARRIED"	41	66	150	40
"81"	205	"MALE"	"BACHELOR"	49882.5	"MARRIED"	46	67	170	45
"82"	206	"MALE"	"LT HIGH SCHOOL"	15703.75	"MARRIED"	50	67	201	40
"83"	207	"FEMALE"	"HIGH SCHOOL"	27712.5	"SEPARATED"	34	57	142	32
"84"	209	"MALE"	"LT HIGH SCHOOL"	24017.5	"MARRIED"	35	66	180	50
"85"	211	"FEMALE"	"LT HIGH SCHOOL"	6651	"MARRIED"	53	63	117	28
"86"	215	"FEMALE"	"LT HIGH SCHOOL"	15703.75	"MARRIED"	35	59	140	40
"87"	218	"MALE"	"HIGH SCHOOL"	158656.952	"MARRIED"	46	74	197	65
"88"	222	"FEMALE"	"HIGH SCHOOL"	10161.25	"MARRIED"	61	59	120	32
"89"	223	"MALE"	"HIGH SCHOOL"	12008.75	"MARRIED"	56	70	150	37
"90"	225	"FEMALE"	"BACHELOR"	33255	"NEVER MARRIED"	24	66	123	40
"91"	226	"MALE"	"HIGH SCHOOL"	15703.75	"MARRIED"	69	69	173	45
"92"	229	"MALE"	"HIGH SCHOOL"	8313.75	"WIDOWED"	43	74	230	14
"93"	232	"MALE"	"GRADUATE"	158656.952	"DIVORCED"	69	72	240	8
"94"	234	"FEMALE"	"BACHELOR"	49882.5	"MARRIED"	41	67	168	40
"95"	242	"FEMALE"	"GRADUATE"	158656.952	"NEVER MARRIED"	51	62	170	60
"96"	244	"FEMALE"	"HIGH SCHOOL"	20322.5	"MARRIED"	45	60	103	44
"97"	245	"MALE"	"LT HIGH SCHOOL"	40645	"MARRIED"	58	71	150	40
"98"	251	"FEMALE"	"BACHELOR"	33255	"MARRIED"	58	63	128	50
"99"	252	"MALE"	"BACHELOR"	40645	"MARRIED"	72	65	142	48
"100"	256	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	58	71	186	40
"101"	259	"MALE"	"JUNIOR COLLEGE"	88680	"DIVORCED"	43	73	190	60
"102"	263	"FEMALE"	"LT HIGH SCHOOL"	10161.25	"MARRIED"	25	62	177	40
"103"	270	"FEMALE"	"GRADUATE"	60967.5	"MARRIED"	46	68	160	40
"104"	271	"MALE"	"JUNIOR COLLEGE"	40645	"MARRIED"	43	68	166	40
"105"	274	"MALE"	"HIGH SCHOOL"	20322.5	"DIVORCED"	48	74	180	40
"106"	275	"FEMALE"	"HIGH SCHOOL"	49882.5	"NEVER MARRIED"	48	61	182	40
"107"	277	"FEMALE"	"HIGH SCHOOL"	13856.25	"NEVER MARRIED"	29	63	130	20
"108"	283	"MALE"	"GRADUATE"	40645	"MARRIED"	32	68	165	50
"109"	287	"FEMALE"	"HIGH SCHOOL"	20322.5	"SEPARATED"	26	65	135	30
"110"	289	"FEMALE"	"LT HIGH SCHOOL"	17551.25	"MARRIED"	39	62	170	40
"111"	290	"MALE"	"HIGH SCHOOL"	13856.25	"NEVER MARRIED"	20	68	230	40
"112"	292	"FEMALE"	"HIGH SCHOOL"	3325.5	"MARRIED"	57	61	130	20
"113"	295	"MALE"	"HIGH SCHOOL"	40645	"NEVER MARRIED"	31	70	165	65
"114"	302	"MALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	26	68	135	35
"115"	304	"MALE"	"BACHELOR"	158656.952	"MARRIED"	60	74	220	60
"116"	312	"FEMALE"	"GRADUATE"	60967.5	"MARRIED"	30	66	150	47
"117"	315	"FEMALE"	"HIGH SCHOOL"	20322.5	"WIDOWED"	40	68	160	22
"118"	316	"MALE"	"HIGH SCHOOL"	5542.5	"NEVER MARRIED"	25	69	150	40
"119"	319	"FEMALE"	"LT HIGH SCHOOL"	6651	"NEVER MARRIED"	31	62	171	40
"120"	324	"MALE"	"BACHELOR"	49882.5	"MARRIED"	58	70	165	40
"121"	325	"FEMALE"	"JUNIOR COLLEGE"	4064.5	"MARRIED"	54	64	135	32
"122"	328	"FEMALE"	"HIGH SCHOOL"	17551.25	"DIVORCED"	34	60	140	15
"123"	331	"MALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	66	62	175	51
"124"	333	"FEMALE"	"HIGH SCHOOL"	24017.5	"NEVER MARRIED"	53	66	250	40
"125"	341	"FEMALE"	"HIGH SCHOOL"	2586.5	"NEVER MARRIED"	39	62	170	40
"126"	343	"MALE"	"BACHELOR"	8313.75	"MARRIED"	50	68	190	60
"127"	345	"FEMALE"	"BACHELOR"	49882.5	"MARRIED"	45	64	165	40
"128"	346	"MALE"	"LT HIGH SCHOOL"	73900	"DIVORCED"	47	72	210	70
"129"	348	"MALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	36	71	200	70
"130"	349	"MALE"	"HIGH SCHOOL"	73900	"MARRIED"	38	72	200	60
"131"	351	"MALE"	"GRADUATE"	8313.75	"MARRIED"	70	71	195	15
"132"	353	"FEMALE"	"HIGH SCHOOL"	17551.25	"MARRIED"	53	67	210	38
"133"	355	"MALE"	"BACHELOR"	49882.5	"MARRIED"	29	73	240	50
"134"	358	"FEMALE"	"HIGH SCHOOL"	17551.25	"MARRIED"	35	67	149	23
"135"	359	"FEMALE"	"LT HIGH SCHOOL"	4064.5	"NEVER MARRIED"	35	67	235	48
"136"	361	"FEMALE"	"HIGH SCHOOL"	20322.5	"WIDOWED"	57	69	185	28
"137"	362	"MALE"	"HIGH SCHOOL"	158656.952	"DIVORCED"	40	74	230	50
"138"	363	"FEMALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	32	70	296	27
"139"	364	"FEMALE"	"BACHELOR"	49882.5	"NEVER MARRIED"	30	71	175	40
"140"	366	"MALE"	"BACHELOR"	158656.952	"MARRIED"	49	71	195	60
"141"	369	"FEMALE"	"BACHELOR"	103460	"MARRIED"	49	68	170	50
"142"	372	"MALE"	"GRADUATE"	158656.952	"MARRIED"	67	63	150	40
"143"	374	"MALE"	"HIGH SCHOOL"	60967.5	"MARRIED"	65	68	185	89
"144"	376	"MALE"	"BACHELOR"	158656.952	"MARRIED"	63	70	182	20
"145"	377	"MALE"	"HIGH SCHOOL"	158656.952	"MARRIED"	60	69	200	50
"146"	379	"MALE"	"BACHELOR"	103460	"MARRIED"	49	66	150	50
"147"	380	"FEMALE"	"GRADUATE"	49882.5	"MARRIED"	36	69	140	40
"148"	383	"MALE"	"GRADUATE"	49882.5	"MARRIED"	57	67	190	24
"149"	385	"MALE"	"LT HIGH SCHOOL"	33255	"NEVER MARRIED"	39	66	170	40
"150"	386	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	33	63	140	80
"151"	392	"MALE"	"HIGH SCHOOL"	60967.5	"DIVORCED"	55	74	226	50
"152"	393	"FEMALE"	"JUNIOR COLLEGE"	27712.5	"NEVER MARRIED"	22	61	125	40
"153"	396	"FEMALE"	"BACHELOR"	60967.5	"DIVORCED"	58	66	165	16
"154"	398	"FEMALE"	"GRADUATE"	33255	"DIVORCED"	36	66	150	60
"155"	402	"MALE"	"HIGH SCHOOL"	73900	"DIVORCED"	58	67	163	60
"156"	403	"FEMALE"	"HIGH SCHOOL"	60967.5	"MARRIED"	52	64	230	42
"157"	405	"MALE"	"BACHELOR"	88680	"MARRIED"	70	70	180	45
"158"	407	"FEMALE"	"BACHELOR"	49882.5	"MARRIED"	31	70	180	50
"159"	409	"FEMALE"	"GRADUATE"	73900	"MARRIED"	60	67	155	40
"160"	411	"MALE"	"GRADUATE"	158656.952	"MARRIED"	35	71	164	50
"161"	412	"FEMALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	72	66	160	37
"162"	414	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	49	67	190	30
"163"	417	"FEMALE"	"BACHELOR"	15703.75	"MARRIED"	37	59	152	15
"164"	418	"FEMALE"	"BACHELOR"	40645	"MARRIED"	35	69	150	45
"165"	419	"FEMALE"	"HIGH SCHOOL"	33255	"WIDOWED"	62	66	247	40
"166"	420	"MALE"	"HIGH SCHOOL"	60967.5	"NEVER MARRIED"	32	69	246	40
"167"	430	"MALE"	"BACHELOR"	5542.5	"NEVER MARRIED"	25	70	155	45
"168"	435	"MALE"	"HIGH SCHOOL"	158656.952	"MARRIED"	41	69	180	66
"169"	436	"MALE"	"GRADUATE"	158656.952	"MARRIED"	56	67	168	60
"170"	438	"FEMALE"	"BACHELOR"	27712.5	"NEVER MARRIED"	25	66	136	60
"171"	439	"MALE"	"BACHELOR"	24017.5	"NEVER MARRIED"	24	72	165	15
"172"	440	"FEMALE"	"GRADUATE"	369.5	"NEVER MARRIED"	25	62	138	10
"173"	444	"MALE"	"GRADUATE"	24017.5	"NEVER MARRIED"	44	73	175	50
"174"	445	"MALE"	"HIGH SCHOOL"	6651	"WIDOWED"	78	69	210	23
"175"	446	"MALE"	"GRADUATE"	73900	"MARRIED"	59	73	260	30
"176"	447	"MALE"	"BACHELOR"	158656.952	"MARRIED"	65	68	180	60
"177"	449	"FEMALE"	"GRADUATE"	103460	"MARRIED"	60	65	144	40
"178"	450	"MALE"	"BACHELOR"	40645	"MARRIED"	50	68	165	40
"179"	455	"MALE"	"BACHELOR"	49882.5	"MARRIED"	28	71	160	50
"180"	470	"FEMALE"	"JUNIOR COLLEGE"	15703.75	"DIVORCED"	55	65	195	10
"181"	471	"MALE"	"BACHELOR"	20322.5	"NEVER MARRIED"	28	69	180	42
"182"	474	"FEMALE"	"HIGH SCHOOL"	24017.5	"NEVER MARRIED"	24	69	215	47
"183"	476	"FEMALE"	"JUNIOR COLLEGE"	40645	"DIVORCED"	40	61	140	48
"184"	477	"FEMALE"	"BACHELOR"	33255	"MARRIED"	55	63	225	40
"185"	479	"FEMALE"	"BACHELOR"	27712.5	"DIVORCED"	52	67	150	40
"186"	480	"MALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	63	66	265	40
"187"	482	"MALE"	"BACHELOR"	158656.952	"MARRIED"	38	73	220	50
"188"	486	"FEMALE"	"GRADUATE"	60967.5	"MARRIED"	60	67	147	60
"189"	488	"FEMALE"	"GRADUATE"	60967.5	"MARRIED"	54	64	135	24
"190"	489	"MALE"	"GRADUATE"	158656.952	"MARRIED"	38	71	200	50
"191"	490	"FEMALE"	"GRADUATE"	73900	"MARRIED"	47	69	180	30
"192"	492	"MALE"	"BACHELOR"	49882.5	"NEVER MARRIED"	25	76	200	55
"193"	495	"FEMALE"	"GRADUATE"	40645	"MARRIED"	57	63	145	32
"194"	496	"FEMALE"	"HIGH SCHOOL"	10161.25	"NEVER MARRIED"	21	63	135	28
"195"	497	"MALE"	"HIGH SCHOOL"	60967.5	"NEVER MARRIED"	66	70	190	40
"196"	499	"FEMALE"	"GRADUATE"	60967.5	"MARRIED"	50	61	108	50
"197"	500	"FEMALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	65	63	132	40
"198"	503	"MALE"	"GRADUATE"	33255	"DIVORCED"	65	75	220	40
"199"	504	"MALE"	"BACHELOR"	158656.952	"MARRIED"	54	72	230	50
"200"	505	"MALE"	"GRADUATE"	88680	"WIDOWED"	63	70	150	1
"201"	506	"MALE"	"BACHELOR"	88680	"DIVORCED"	66	74	220	50
"202"	509	"MALE"	"LT HIGH SCHOOL"	24017.5	"MARRIED"	36	65	140	40
"203"	510	"FEMALE"	"HIGH SCHOOL"	24017.5	"DIVORCED"	58	65	175	56
"204"	516	"FEMALE"	"BACHELOR"	33255	"NEVER MARRIED"	69	66	213	35
"205"	518	"MALE"	"HIGH SCHOOL"	73900	"MARRIED"	32	72	260	50
"206"	520	"MALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	31	69	175	40
"207"	521	"FEMALE"	"BACHELOR"	3325.5	"MARRIED"	56	59	145	50
"208"	526	"MALE"	"LT HIGH SCHOOL"	40645	"MARRIED"	50	71	180	40
"209"	529	"MALE"	"HIGH SCHOOL"	40645	"NEVER MARRIED"	60	71	165	40
"210"	530	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	40	64	143	40
"211"	531	"MALE"	"BACHELOR"	88680	"NEVER MARRIED"	28	66	212	40
"212"	532	"FEMALE"	"GRADUATE"	20322.5	"NEVER MARRIED"	43	69	160	60
"213"	534	"FEMALE"	"LT HIGH SCHOOL"	12008.75	"NEVER MARRIED"	41	61	135	40
"214"	537	"FEMALE"	"HIGH SCHOOL"	369.5	"MARRIED"	33	60	137	16
"215"	538	"FEMALE"	"BACHELOR"	60967.5	"NEVER MARRIED"	42	68	158	50
"216"	539	"MALE"	"BACHELOR"	60967.5	"NEVER MARRIED"	29	69	155	40
"217"	541	"MALE"	"GRADUATE"	158656.952	"MARRIED"	44	70	180	40
"218"	544	"FEMALE"	"BACHELOR"	40645	"MARRIED"	30	67	135	40
"219"	545	"MALE"	"HIGH SCHOOL"	88680	"MARRIED"	33	71	210	32
"220"	547	"FEMALE"	"BACHELOR"	10161.25	"MARRIED"	37	63	165	30
"221"	556	"FEMALE"	"HIGH SCHOOL"	40645	"DIVORCED"	43	72	209	45
"222"	560	"FEMALE"	"BACHELOR"	33255	"MARRIED"	49	68	178	32
"223"	564	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	53	74	256	40
"224"	567	"FEMALE"	"BACHELOR"	40645	"MARRIED"	30	63	110	50
"225"	572	"MALE"	"LT HIGH SCHOOL"	20322.5	"MARRIED"	55	69	169	40
"226"	573	"FEMALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	55	65	173	40
"227"	574	"MALE"	"HIGH SCHOOL"	13856.25	"MARRIED"	54	66	200	35
"228"	585	"FEMALE"	"HIGH SCHOOL"	13856.25	"MARRIED"	70	62	130	36
"229"	586	"MALE"	"HIGH SCHOOL"	103460	"DIVORCED"	47	72	225	89
"230"	587	"MALE"	"BACHELOR"	49882.5	"MARRIED"	47	71	200	50
"231"	591	"FEMALE"	"HIGH SCHOOL"	12008.75	"DIVORCED"	42	66	215	40
"232"	592	"FEMALE"	"GRADUATE"	73900	"MARRIED"	56	73	188	40
"233"	602	"FEMALE"	"HIGH SCHOOL"	24017.5	"MARRIED"	53	66	180	40
"234"	604	"MALE"	"BACHELOR"	17551.25	"WIDOWED"	66	71	155	20
"235"	605	"MALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	30	67	160	40
"236"	611	"MALE"	"BACHELOR"	158656.952	"MARRIED"	57	72	205	40
"237"	612	"MALE"	"HIGH SCHOOL"	73900	"MARRIED"	58	70	205	60
"238"	613	"MALE"	"HIGH SCHOOL"	27712.5	"DIVORCED"	47	72	202	40
"239"	615	"MALE"	"BACHELOR"	40645	"MARRIED"	29	68	165	40
"240"	616	"MALE"	"BACHELOR"	49882.5	"MARRIED"	36	70	155	40
"241"	619	"MALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	26	75	200	50
"242"	620	"MALE"	"BACHELOR"	88680	"MARRIED"	64	67	170	40
"243"	625	"FEMALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	47	67	150	40
"244"	632	"MALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	41	70	195	42
"245"	633	"MALE"	"GRADUATE"	40645	"NEVER MARRIED"	35	62	141	40
"246"	636	"MALE"	"HIGH SCHOOL"	4803.5	"NEVER MARRIED"	30	65	140	40
"247"	642	"FEMALE"	"BACHELOR"	369.5	"MARRIED"	42	62	135	26
"248"	646	"MALE"	"HIGH SCHOOL"	60967.5	"MARRIED"	53	70	180	65
"249"	648	"FEMALE"	"BACHELOR"	49882.5	"NEVER MARRIED"	37	61	170	50
"250"	649	"FEMALE"	"HIGH SCHOOL"	40645	"MARRIED"	46	66	175	65
"251"	654	"MALE"	"HIGH SCHOOL"	73900	"DIVORCED"	51	72	217	63
"252"	657	"FEMALE"	"HIGH SCHOOL"	4803.5	"DIVORCED"	31	70	258	30
"253"	659	"FEMALE"	"HIGH SCHOOL"	12008.75	"MARRIED"	61	65	186	40
"254"	660	"FEMALE"	"HIGH SCHOOL"	24017.5	"WIDOWED"	62	64	155	40
"255"	662	"MALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	54	69	260	50
"256"	666	"FEMALE"	"HIGH SCHOOL"	4803.5	"MARRIED"	27	65	180	36
"257"	669	"FEMALE"	"HIGH SCHOOL"	49882.5	"DIVORCED"	59	66	177	60
"258"	674	"MALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	40	70	186	42
"259"	675	"MALE"	"LT HIGH SCHOOL"	12008.75	"MARRIED"	33	64	208	40
"260"	681	"FEMALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	32	62	138	50
"261"	682	"MALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	32	72	198	50
"262"	685	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	60	70	230	50
"263"	686	"FEMALE"	"LT HIGH SCHOOL"	24017.5	"NEVER MARRIED"	59	62	165	42
"264"	687	"FEMALE"	"GRADUATE"	12008.75	"MARRIED"	47	67	127	24
"265"	688	"FEMALE"	"JUNIOR COLLEGE"	40645	"NEVER MARRIED"	57	63	161	55
"266"	690	"MALE"	"GRADUATE"	158656.952	"DIVORCED"	65	69	200	60
"267"	691	"FEMALE"	"BACHELOR"	369.5	"MARRIED"	61	67	170	8
"268"	695	"FEMALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	26	63	98	40
"269"	697	"MALE"	"BACHELOR"	60967.5	"MARRIED"	27	72	150	50
"270"	701	"MALE"	"GRADUATE"	49882.5	"NEVER MARRIED"	39	69	180	40
"271"	704	"FEMALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	40	67	150	40
"272"	705	"MALE"	"JUNIOR COLLEGE"	49882.5	"DIVORCED"	48	67	170	60
"273"	710	"FEMALE"	"JUNIOR COLLEGE"	1478	"MARRIED"	30	67	185	35
"274"	714	"MALE"	"BACHELOR"	60967.5	"MARRIED"	61	69	200	40
"275"	715	"MALE"	"BACHELOR"	6651	"MARRIED"	50	69	210	25
"276"	718	"FEMALE"	"HIGH SCHOOL"	6651	"NEVER MARRIED"	27	60	145	21
"277"	719	"MALE"	"HIGH SCHOOL"	8313.75	"NEVER MARRIED"	21	73	195	35
"278"	720	"FEMALE"	"BACHELOR"	40645	"NEVER MARRIED"	29	66	150	24
"279"	722	"MALE"	"HIGH SCHOOL"	2586.5	"SEPARATED"	32	67	149	60
"280"	724	"MALE"	"JUNIOR COLLEGE"	17551.25	"NEVER MARRIED"	37	75	200	36
"281"	729	"FEMALE"	"BACHELOR"	40645	"DIVORCED"	53	66	150	40
"282"	731	"MALE"	"BACHELOR"	103460	"MARRIED"	53	68	178	50
"283"	733	"FEMALE"	"GRADUATE"	88680	"DIVORCED"	58	63	156	40
"284"	734	"MALE"	"BACHELOR"	103460	"MARRIED"	50	71	215	40
"285"	738	"FEMALE"	"HIGH SCHOOL"	27712.5	"NEVER MARRIED"	26	65	180	40
"286"	741	"FEMALE"	"BACHELOR"	40645	"MARRIED"	38	64	208	35
"287"	746	"FEMALE"	"JUNIOR COLLEGE"	24017.5	"SEPARATED"	32	69	280	40
"288"	748	"FEMALE"	"BACHELOR"	49882.5	"MARRIED"	48	60	120	48
"289"	750	"MALE"	"LT HIGH SCHOOL"	12008.75	"MARRIED"	45	66	170	40
"290"	756	"FEMALE"	"HIGH SCHOOL"	27712.5	"NEVER MARRIED"	39	68	190	37
"291"	758	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	54	65	150	56
"292"	761	"FEMALE"	"LT HIGH SCHOOL"	17551.25	"MARRIED"	50	64	179	40
"293"	765	"FEMALE"	"HIGH SCHOOL"	10161.25	"SEPARATED"	53	63	153	40
"294"	767	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	75	71	205	40
"295"	769	"FEMALE"	"BACHELOR"	10161.25	"WIDOWED"	63	65	206	8
"296"	770	"MALE"	"GRADUATE"	49882.5	"MARRIED"	43	73	210	60
"297"	771	"MALE"	"GRADUATE"	3325.5	"NEVER MARRIED"	31	69	180	50
"298"	773	"MALE"	"GRADUATE"	27712.5	"NEVER MARRIED"	74	73	195	20
"299"	777	"FEMALE"	"JUNIOR COLLEGE"	3325.5	"NEVER MARRIED"	24	60	122	60
"300"	778	"MALE"	"HIGH SCHOOL"	13856.25	"DIVORCED"	40	64	160	40
"301"	781	"MALE"	"HIGH SCHOOL"	24017.5	"NEVER MARRIED"	33	64	160	60
